Date,Open,High,Low,Close,Adj Close,Volume,ln(close)
2017/12/13,22879.26953,22879.36914,22697.32031,22758.07031,22758.07031,91400,10.0326751
2017/12/14,22699.30078,22786.60938,22638.75977,22694.44922,22694.44922,85100,10.02987565
2017/12/15,22621.35938,22745.08984,22478.32031,22553.2207,22553.2207,99400,10.02363316
2017/12/18,22770.43945,22927.5,22735.19922,22901.76953,22901.76953,85200,10.03896946
2017/12/19,22961.4707,22990.41992,22862.82031,22868,22868,70500,10.03749383
2017/12/20,22834.92969,22923.5,22806.73047,22891.7207,22891.7207,92400,10.03853058
2017/12/21,22852.00977,22894.94922,22728.06055,22866.09961,22866.09961,73000,10.03741073
2017/12/22,22850.73047,22908.83984,22801.16016,22902.75977,22902.75977,77800,10.0390127
2017/12/25,22909.41016,22948.83008,22870.18945,22939.17969,22939.17969,43100,10.04060163
2017/12/26,22922.94922,22950.15039,22877.63086,22892.68945,22892.68945,46400,10.0385729
2017/12/27,22854.39063,22936.16016,22854.39063,22911.21094,22911.21094,47200,10.03938163
2017/12/28,22912.05078,22954.44922,22736.42969,22783.98047,22783.98047,50300,10.03381296
2017/12/29,22831.49023,22881.21094,22753.19922,22764.93945,22764.93945,46500,10.03297689
2018/1/4,23073.73047,23506.33008,23065.19922,23506.33008,23506.33008,102200,10.06502503
2018/1/5,23643,23730.4707,23520.51953,23714.5293,23714.5293,101900,10.07384319
2018/1/9,23948.9707,23952.60938,23789.0293,23849.99023,23849.99023,94100,10.07953909
2018/1/10,23832.81055,23864.75977,23755.44922,23788.19922,23788.19922,88800,10.07694491
2018/1/11,23656.39063,23734.9707,23601.83984,23710.42969,23710.42969,83700,10.0736703
2018/1/12,23719.66016,23743.05078,23588.07031,23653.82031,23653.82031,93700,10.07127992
2018/1/15,23827.98047,23833.26953,23685.01953,23714.88086,23714.88086,75400,10.07385801
2018/1/16,23721.16992,23962.07031,23701.83008,23951.81055,23951.81055,68500,10.0837992
2018/1/17,23783.41992,23891.63086,23739.16992,23868.33984,23868.33984,82200,10.08030817
2018/1/18,24078.92969,24084.41992,23699.4707,23763.36914,23763.36914,99400,10.07590056
2018/1/19,23854.10938,23872.68945,23735.60938,23808.06055,23808.06055,71800,10.07777948
2018/1/22,23797.83984,23816.33008,23697.81055,23816.33008,23816.33008,65200,10.07812676
2018/1/23,23924.40039,24129.33984,23916.01953,24124.15039,24124.15039,73400,10.09096871
2018/1/24,24026.42969,24072.76953,23917.14063,23940.7793,23940.7793,79900,10.08333853
2018/1/25,23750.65039,23828.40039,23649.0293,23669.49023,23669.49023,81500,10.07194217
2018/1/26,23757.33984,23797.96094,23592.2793,23631.88086,23631.88086,87200,10.07035196
2018/1/29,23707.14063,23787.23047,23580.16992,23629.33984,23629.33984,68800,10.07024443
2018/1/30,23559.33008,23581.98047,23233.36914,23291.9707,23291.9707,88800,10.05586398
2018/1/31,23205.23047,23375.38086,23092.84961,23098.28906,23098.28906,99800,10.04751383
2018/2/1,23276.09961,23492.76953,23211.11914,23486.10938,23486.10938,101800,10.06416443
2018/2/2,23361.66992,23367.96094,23122.44922,23274.5293,23274.5293,98600,10.05511488
2018/2/5,22921.16016,22967.68945,22659.42969,22682.08008,22682.08008,107600,10.02933047
2018/2/6,22267,22277.44922,21078.71094,21610.24023,21610.24023,190100,9.980922566
2018/2/7,22001.28906,22353.86914,21627.13086,21645.36914,21645.36914,143500,9.982546814
2018/2/8,21721.57031,21977.0293,21649.69922,21890.85938,21890.85938,104700,9.993824449
2018/2/9,21507.74023,21510.30078,21119.00977,21382.61914,21382.61914,127600,9.970333681
2018/2/13,21633.33984,21679.19922,21211.5293,21244.67969,21244.67969,114700,9.963861775
2018/2/14,21251.24023,21371.00977,20950.15039,21154.16992,21154.16992,103900,9.959592324
2018/2/15,21384.09961,21578.99023,21308.91992,21464.98047,21464.98047,86400,9.974178071
2018/2/16,21555.99023,21866.36914,21499.88086,21720.25,21720.25,77800,9.986000284
2018/2/19,21903.66016,22152.84961,21858.33008,22149.21094,22149.21094,68500,10.00555715
2018/2/20,22054.32031,22063.86914,21831.44922,21925.09961,21925.09961,67500,9.99538736
2018/2/21,21942.41992,22130.58008,21836.73047,21970.81055,21970.81055,77900,9.997470058
2018/2/22,21789.88086,21799.40039,21626.84961,21736.43945,21736.43945,77300,9.986745369
2018/2/23,21789.7207,21903.39063,21741.63086,21892.7793,21892.7793,64600,9.993912149
2018/2/26,22134.64063,22226.5293,22040.86914,22153.63086,22153.63086,64600,10.00575668
2018/2/27,22391.66992,22502.05078,22325.07031,22389.85938,22389.85938,74300,10.01636343
2018/2/28,22292.5293,22380.2793,22068.24023,22068.24023,22068.24023,88800,10.00189476
2018/3/1,21901.13086,21901.13086,21645.2207,21724.4707,21724.4707,90300,9.986194586
2018/3/2,21339.98047,21366.08984,21088.96094,21181.64063,21181.64063,97100,9.960890077
2018/3/5,21047.81055,21164.38086,20937.25977,21042.08984,21042.08984,87200,9.954279989
2018/3/6,21390.19922,21551.14063,21381.41992,21417.75977,21417.75977,76400,9.971975752
2018/3/7,21261.96094,21484.08008,21201.93945,21252.7207,21252.7207,87000,9.964240199
2018/3/8,21488.16016,21488.16016,21299.40039,21368.07031,21368.07031,72100,9.969653045
2018/3/9,21594.2207,21884.44922,21357.55078,21469.19922,21469.19922,110500,9.974374593
2018/3/12,21826.09961,21971.16016,21689.9707,21824.0293,21824.0293,70600,9.990766903
2018/3/13,21742.44922,21968.09961,21700.7793,21968.09961,21968.09961,68100,9.997346662
2018/3/14,21764.99023,21881.08984,21684.01953,21777.28906,21777.28906,65000,9.98862292
2018/3/15,21704.14063,21825.9707,21555.49023,21803.94922,21803.94922,65300,9.989846389
2018/3/16,21876.5293,21879.2793,21632.84961,21676.50977,21676.50977,75700,9.983984454
2018/3/19,21537.90039,21659.03906,21366.88086,21480.90039,21480.90039,67300,9.974919465
2018/3/20,21297.98047,21384.85938,21223.9707,21380.9707,21380.9707,66500,9.970256586
2018/3/22,21352.16016,21592,21349.71094,21591.99023,21591.99023,82600,9.980077702
2018/3/23,21188.80078,21188.80078,20559.60938,20617.85938,20617.85938,121000,9.933912939
2018/3/26,20423.36914,20766.09961,20347.49023,20766.09961,20766.09961,97500,9.94107711
2018/3/27,20958.90039,21317.32031,20943.31055,21317.32031,21317.32031,101900,9.967275181
2018/3/28,20893.05078,21031.31055,20776.82031,21031.31055,21031.31055,88100,9.953767585
2018/3/29,21250.96094,21298.57031,20996.2207,21159.08008,21159.08008,78900,9.95982441
2018/3/30,21392.41992,21512.80078,21311.5,21454.30078,21454.30078,63600,9.973680407
2018/4/2,21441.57031,21597.4707,21388.58008,21388.58008,21388.58008,47500,9.970612417
2018/4/3,21115.48047,21333.5,21056.01953,21292.28906,21292.28906,63800,9.96610027
2018/4/4,21415.84961,21415.84961,21238.17969,21319.55078,21319.55078,75600,9.967379808
2018/4/5,21541.17969,21737.66016,21462.09961,21645.41992,21645.41992,80700,9.98254916
2018/4/6,21633.73047,21742.83984,21550.41992,21567.51953,21567.51953,74400,9.978943737
2018/4/9,21534.33008,21737.08984,21517.76953,21678.25977,21678.25977,62100,9.984065183
2018/4/10,21599.66992,21933.99023,21542.36914,21794.32031,21794.32031,74700,9.989404679
2018/4/11,21819.08984,21837.35938,21687.09961,21687.09961,21687.09961,69500,9.984472875
2018/4/12,21657.86914,21719.42969,21591.39063,21660.2793,21660.2793,58400,9.983235415
2018/4/13,21801.41016,21917.34961,21746.68945,21778.74023,21778.74023,73100,9.988689554
2018/4/16,21843.55078,21879.68945,21775.60938,21835.5293,21835.5293,53400,9.991293706
2018/4/17,21801.83008,21889.89063,21772.41992,21847.58984,21847.58984,57400,9.99184589
2018/4/18,21929.00977,22194.10938,21914.96094,22158.19922,22158.19922,70400,10.00596287
2018/4/19,22231.85938,22360.65039,22176.85938,22191.17969,22191.17969,79700,10.00745018
2018/4/20,22148.2207,22261.34961,22076.63086,22162.24023,22162.24023,69600,10.00614523
2018/4/23,22157.88086,22204.85938,22065.51953,22088.03906,22088.03906,64000,10.00279152
2018/4/24,22228.82031,22304.68945,22149.58984,22278.11914,22278.11914,76500,10.01136027
2018/4/25,22118.61914,22228.7793,22080.75977,22215.32031,22215.32031,73300,10.00853743
2018/4/26,22278.76953,22381.66016,22265.19922,22319.60938,22319.60938,72800,10.01322092
2018/4/27,22466.66016,22495.56055,22357.5293,22467.86914,22467.86914,89100,10.01984153
2018/5/1,22453.41992,22519.44922,22411.42969,22508.0293,22508.0293,89900,10.02162738
2018/5/2,22568.18945,22568.18945,22426.55078,22472.7793,22472.7793,70700,10.02006005
2018/5/7,22513.2207,22513.48047,22350.91016,22467.16016,22467.16016,69000,10.01980997
2018/5/8,22440.65039,22566.67969,22423.23047,22508.68945,22508.68945,77000,10.02165671
2018/5/9,22463.00977,22478.64063,22364.75,22408.88086,22408.88086,86000,10.01721263
2018/5/10,22482.50977,22530.64063,22418.75,22497.17969,22497.17969,73300,10.02114523
2018/5/11,22573.94922,22769.16016,22545.4707,22758.48047,22758.48047,80200,10.03269312
2018/5/14,22705.30078,22894.75977,22683.64063,22865.85938,22865.85938,68900,10.03740022
2018/5/15,22889.4707,22912.06055,22805.7207,22818.01953,22818.01953,86400,10.03530583
2018/5/16,22730.11914,22796.14063,22695.83984,22717.23047,22717.23047,80200,10.03087897
2018/5/17,22820.61914,22887.0293,22799.16016,22838.36914,22838.36914,75600,10.03619726
2018/5/18,22907.19922,22954.18945,22867.30078,22930.35938,22930.35938,65300,10.04021705
2018/5/21,22937.58008,23050.39063,22935.31055,23002.36914,23002.36914,59100,10.0433525
2018/5/22,23025.94922,23031.66992,22952.86914,22960.33984,22960.33984,59400,10.04152365
2018/5/23,22868.78906,22949.73047,22649.84961,22689.74023,22689.74023,75000,10.02966813
2018/5/24,22621.28906,22644.68945,22366.59961,22437.00977,22437.00977,85600,10.0184671
2018/5/25,22380.2207,22509.35938,22318.15039,22450.78906,22450.78906,70400,10.01908104
2018/5/28,22488.94922,22547.66992,22410.91016,22481.08984,22481.08984,52900,10.02042978
2018/5/29,22431.94922,22439.09961,22240.39063,22358.42969,22358.42969,59800,10.0149587
2018/5/30,22051.9707,22079.23047,21931.65039,22018.51953,22018.51953,90500,9.999639175
2018/5/31,22163.40039,22254.41992,22098,22201.82031,22201.82031,132400,10.00792956
2018/6/1,22126.25,22316.91016,22098.03906,22171.34961,22171.34961,82500,10.00655618
2018/6/4,22365.08984,22515.7207,22355.83008,22475.93945,22475.93945,71900,10.02020066
2018/6/5,22552.16992,22602.13086,22470.03906,22539.53906,22539.53906,65800,10.02302634
2018/6/6,22520.31055,22662.82031,22498.58984,22625.73047,22625.73047,67900,10.02684305
2018/6/7,22748.7207,22856.36914,22732.17969,22823.25977,22823.25977,72200,10.03553546
2018/6/8,22799.38086,22879,22694.5,22694.5,22694.5,85200,10.02987788
2018/6/11,22686.94922,22856.08008,22667.30078,22804.03906,22804.03906,55700,10.03469295
2018/6/12,22977.2207,23011.57031,22797.73047,22878.34961,22878.34961,63900,10.03794631
2018/6/13,22896.16992,22993.25977,22895.31055,22966.38086,22966.38086,57000,10.04178672
2018/6/14,22842.96094,22898.39063,22738.60938,22738.60938,22738.60938,72100,10.03181961
2018/6/15,22883.24023,22885.83984,22770.38086,22851.75,22851.75,88500,10.03678298
2018/6/18,22806.57031,22806.89063,22601.13086,22680.33008,22680.33008,65000,10.02925331
2018/6/19,22565.91992,22618.51953,22278.48047,22278.48047,22278.48047,79400,10.01137649
2018/6/20,22338.5293,22581.40039,22167.16016,22555.42969,22555.42969,88900,10.0237311
2018/6/21,22523.2793,22782.00977,22491.08008,22693.03906,22693.03906,76000,10.02981351
2018/6/22,22456.44922,22535.65039,22414.17969,22516.83008,22516.83008,85900,10.02201831
2018/6/25,22543.56055,22556.55078,22312.78906,22338.15039,22338.15039,60600,10.01405128
2018/6/26,22160.33008,22368.7793,22104.11914,22342,22342,71300,10.01422359
2018/6/27,22320.88086,22356.53906,22205.33984,22271.76953,22271.76953,65800,10.01107522
2018/6/28,22195.18945,22299.39063,22038.40039,22270.39063,22270.39063,70000,10.0110133
2018/6/29,22314.4707,22332.82031,22145.48047,22304.50977,22304.50977,67900,10.01254417
2018/7/2,22233.80078,22312.25,21784.48047,21811.92969,21811.92969,67100,9.990212332
2018/7/3,21889.06055,21927.81055,21574.56055,21785.53906,21785.53906,76500,9.989001683
2018/7/4,21679,21784,21604.17969,21717.03906,21717.03906,62200,9.985852442
2018/7/5,21697.43945,21751.5,21462.94922,21546.99023,21546.99023,66700,9.977991421
2018/7/6,21647.66016,21866.16016,21642.96094,21788.14063,21788.14063,71600,9.989121093
2018/7/9,21838.5293,22105.94922,21825.75977,22052.17969,22052.17969,61200,10.00116673
2018/7/10,22215.33984,22321.59961,22196.89063,22196.89063,22196.89063,90700,10.0077075
2018/7/11,22002.14063,22044.61914,21744.25,21932.21094,21932.21094,74900,9.995711654
2018/7/12,22036.86914,22233.51953,22019.18945,22187.96094,22187.96094,64400,10.00730512
2018/7/13,22397.61914,22692.85938,22316.51953,22597.34961,22597.34961,72600,10.0255879
2018/7/16,22397.61914,22692.85938,22316.51953,22597.34961,22597.34961,0,10.0255879
2018/7/17,22605.73047,22832.2207,22575.41992,22697.35938,22697.35938,75800,10.03000387
2018/7/18,22917.51953,22949.32031,22794.18945,22794.18945,22794.18945,56500,10.03426093
2018/7/19,22871.61914,22926.4707,22761.86914,22764.67969,22764.67969,62400,10.03296548
2018/7/20,22734.56055,22869.98047,22541.34961,22697.88086,22697.88086,69700,10.03002684
2018/7/23,22480.33008,22507.16992,22341.86914,22396.99023,22396.99023,88000,10.01668186
2018/7/24,22555.05078,22555.05078,22416.23047,22510.48047,22510.48047,70400,10.02173628
2018/7/25,22594.2793,22645.66016,22547.14063,22614.25,22614.25,58700,10.02633552
2018/7/26,22711.58984,22717.15039,22549.76953,22586.86914,22586.86914,69600,10.025124
2018/7/27,22646.48047,22712.75,22593.19922,22712.75,22712.75,73200,10.03068172
2018/7/30,22613.30078,22631.32031,22518.93945,22544.83984,22544.83984,76200,10.02326149
2018/7/31,22472.11914,22678.06055,22352.21094,22553.7207,22553.7207,115400,10.02365533
2018/8/1,22642.17969,22775.4707,22615.98047,22746.69922,22746.69922,100800,10.03217532
2018/8/2,22676.73047,22754.73047,22464.81055,22512.5293,22512.5293,94500,10.02182729
2018/8/3,22585.53906,22613.5,22490.57031,22525.17969,22525.17969,71700,10.02238906
2018/8/6,22536.05078,22635.67969,22486.74023,22507.32031,22507.32031,67000,10.02159588
2018/8/7,22514.31055,22666.67969,22499.05078,22662.74023,22662.74023,69400,10.02847746
2018/8/8,22666.56055,22800.60938,22610.28906,22644.31055,22644.31055,72800,10.02766391
2018/8/9,22591.53906,22648.88086,22497.99023,22598.39063,22598.39063,61800,10.02563397
2018/8/10,22606.91016,22608.85938,22272.68945,22298.08008,22298.08008,73900,10.01225586
2018/8/13,22117.57031,22124.59961,21851.32031,21857.42969,21857.42969,77800,9.992296174
2018/8/14,22053.07031,22356.08008,22047.18945,22356.08008,22356.08008,59700,10.0148536
2018/8/15,22368.11914,22380.2793,22110.28906,22204.2207,22204.2207,61200,10.00803767
2018/8/16,21980.82031,22240.41992,21871.69922,22192.03906,22192.03906,77900,10.0074889
2018/8/17,22313.18945,22340.94922,22244.09961,22270.38086,22270.38086,56100,10.01101286
2018/8/20,22267.07031,22288.31055,22150.75,22199,22199,46800,10.00780252
2018/8/21,22110.53906,22306.83008,22053.14063,22219.73047,22219.73047,54500,10.00873593
2018/8/22,22270.03906,22390.19922,22162.81055,22362.55078,22362.55078,57100,10.015143
2018/8/23,22420.66992,22463.0293,22377.88086,22410.82031,22410.82031,50100,10.01729917
2018/8/24,22484.00977,22602.24023,22452.41992,22601.76953,22601.76953,50400,10.02578348
2018/8/27,22693.68945,22838.06055,22682.39063,22799.64063,22799.64063,50200,10.03450005
2018/8/28,22967.74023,23006.76953,22813.4707,22813.4707,22813.4707,60700,10.03510646
2018/8/29,22820.85938,22968.17969,22819.9707,22848.2207,22848.2207,58800,10.03662852
2018/8/30,23020.17969,23032.16992,22832.83008,22869.5,22869.5,73900,10.03755942
2018/8/31,22733.25,22890.60938,22678.0293,22865.15039,22865.15039,68100,10.03736921
2018/9/3,22819.16992,22820.48047,22684.42969,22707.38086,22707.38086,49900,10.0304453
2018/9/4,22740.05078,22753.17969,22612.15039,22696.90039,22696.90039,52300,10.02998365
2018/9/5,22663.80078,22692.25,22570.51953,22580.83008,22580.83008,65400,10.0248566
2018/9/6,22458.9707,22535.33984,22416.63086,22487.93945,22487.93945,62200,10.02073442
2018/9/7,22351.83984,22372.89063,22172.90039,22307.06055,22307.06055,69800,10.01265852
2018/9/10,22253.65039,22396.88086,22249.60938,22373.08984,22373.08984,55700,10.01561417
2018/9/11,22469.7793,22667.84961,22457.09961,22664.68945,22664.68945,76500,10.02856346
2018/9/12,22702.71094,22709.36914,22522.16992,22604.60938,22604.60938,79800,10.02590912
2018/9/13,22657.94922,22858.41016,22643.88086,22821.32031,22821.32031,75000,10.03545048
2018/9/14,23035.7793,23105.2793,22965.48047,23094.66992,23094.66992,102700,10.04735713
2018/9/18,23042.18945,23481.5293,23039.25977,23420.53906,23420.53906,90600,10.06136865
2018/9/19,23754.96094,23842.05078,23672.51953,23672.51953,23672.51953,93600,10.07207014
2018/9/20,23752.78906,23781.75,23582.15039,23674.92969,23674.92969,101600,10.07217195
2018/9/21,23848.63086,23971.41016,23764.05078,23869.92969,23869.92969,120600,10.08037477
2018/9/25,23881.84961,23950.98047,23808.94922,23940.25977,23940.25977,100800,10.08331683
2018/9/26,23846.59961,24033.78906,23833.91992,24033.78906,24033.78906,84200,10.087216
2018/9/27,23946.42969,24089.32031,23778.03906,23796.74023,23796.74023,76200,10.07730389
2018/9/28,24080.00977,24286.09961,24021.26953,24120.03906,24120.03906,90700,10.09079827
2018/10/1,24173.36914,24306.53906,24123.5,24245.75977,24245.75977,65000,10.09599703
2018/10/2,24376.16992,24448.07031,24217.25977,24270.61914,24270.61914,80500,10.09702181
